post_id,video_duration,video_fps,video_frame_count,video_width,video_height,video_aspect_ratio,video_resolution,video_motion_mean,video_motion_std,video_motion_max,video_motion_pacing,video_scene_changes,video_scene_change_rate,video_brightness_mean,video_brightness_std,video_brightness_range,video_color_variation,video_edge_complexity_mean,video_edge_complexity_std,video_optical_flow_mean,video_optical_flow_max
3706084487405513439,82.53333333333333,30.0,2476.0,720.0,1280.0,0.5625,921600.0,61.07086360677083,15.6207236875481,82.10236653645833,20.34571300287356,0.0,0.0,114.06312531502016,11.133934370339382,47.25773654513888,56.70171958510582,44.720539314516124,12.098742781039677,11.12199592590332,21.555818557739258
3696552105587907941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3687220633517176405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3687220633517244595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3687220633517249406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3687220633517310222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3687220633651512334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3687220633794098900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3685123499284273905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3685123499410198305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3669155395924497972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3652484690390415820,72.0,30.0,2160.0,720.0,1280.0,0.5625,921600.0,65.56807164451628,24.52296257244993,128.78052517361112,16.19269407242064,2.0,0.027777777777777776,145.47182653356484,27.223500089094223,148.91649088541666,56.922320586024526,12.923624674479166,11.991839287608533,10.994741439819336,14.902878761291504
3651553548552551252,58.43333333333333,30.0,1753.0,720.0,1280.0,0.5625,921600.0,57.10884338831018,21.89171136062877,154.90907552083334,13.568239381285919,1.0,0.017113519680547633,147.64600830953182,32.43872803574202,184.71853298611111,42.42100982038642,11.050071404569891,7.1041021337687615,7.145186424255371,9.332231521606445
3650531223954750581,78.06666666666666,30.0,2342.0,720.0,1280.0,0.5625,921600.0,65.78141782407407,25.570875367764046,133.52888346354166,19.850894209470788,1.0,0.012809564474807857,130.02270378304212,33.05626991449755,164.11709852430556,59.74210513477604,13.374200898857529,5.7950843165291275,12.222556114196777,25.845802307128906
3648957225445743429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
